gene_name	cluster_id
RpLP2	14
RpS29	14
RpL17	14
Gat	14
RpL13A	14
CG5888	14
ninaB	14
pdgy	14
CG8312	14
CG43693	14
CG9471	14
E23	14
aay	14
CG14688	14
S	14
Col4a1	14
fng	14
COQ7	14
CG9689	14
GstD1	14
Rac2	14
Eaat2	14
CG5793	14
CG9467	14
Taldo	14
GILT2	14
CG10352	14
Gapdh1	14
par-1	14
Tpi	14
Zip71B	14
InR	14
CG5273	14
Ssadh	14
GstD3	14
CG43313	14
Galphai	14
RpS26	14
RpL37A	14
CG9436	14
RpL10Ab	14
CLIP-190	14
zfh2	14
Nop17l	14
Amph	14
Hexo2	14
CR40469	14
CG5955	14
egr	14
Pglym78	14
kibra	14
CG1146	14
RpS13	14
CG11791	14
CG3168	14
CG3091	14
CG12512	14
vvl	14
Pino	14
AANATL2	14
Obp44a	14
CG7029	14
pcs	14
CR45018	14
Irc	14
CG2254	14
moody	14
sgl	14
Jheh2	14
Ssk	14
spri	14
CalpB	14
Ork1	14
GLaz	14
Cyp6w1	14
CG7834	14
Tctp	14
Cyp6a17	14
myo	14
mnd	14
CG3902	14
ine	14
Est-Q	14
CR31044	14
vkg	14
Ilp6	14
E(spl)mbeta-HLH	14
RpL27A	14
CG9932	14
Mtl	14
ssp7	14
CG9220	14
CG10365	14
MFS9	14
RpL27	14
CG6040	14
CG7737	14
CG10361	14
CG15611	14
Tsp42Ef	14
RpS15	14
Tsp42Ea	14
Ect4	14
CR45131	14
Cyp6a13	14
CG2862	14
CG1213	14
ImpE1	14
GstE3	14
CR42491	14
Sesn	14
CG8547	14
CG2493	14
CG1640	14
Ptr	14
hth	14
uzip	14
CG4302	14
eEF5	14
CG11892	14
CG32407	14
CG1537	14
CR45875	14
CG10178	14
mdy	14
CG13124	14
LManII	14
Lamp1	14
CG14291	14
CG32103	14
CG11426	14
CG5321	14
Syx4	14
CG7920	14
Acsl	14
pbl	14
RpS3A	14
CG33080	14
Npc2b	14
Eaat1	14
RpL35A	14
CG5835	14
Dscam1	14
Cyp12a4	14
CG9917	14
Adi1	14
CG3328	14
Men-b	14
CG8036	14
CG6356	14
Got2	14
Baldspot	14
CG1665	14
CG7272	14
RpL35	14
Cyp4s3	14
RpL39	14
CG31751	14
Cyp6a2	14
pnt	14
JhI-26	14
GILT3	14
PGRP-LA	14
tkv	14
RpS20	14
rho	14
Pgm	14
stumps	14
Mmp1	14
Ald	14
wal	14
CG1468	14
cry	14
GEFmeso	14
Oatp74D	14
CG13012	14
CR44137	14
CG45676	14
yip2	14
Syb	14
CG43341	14
Vha68-2	14
RhoGAP18B	14
Adh	14
RpS5a	14
RpL18A	14
Syp	14
D2hgdh	14
CG8112	14
Nipsnap	14
fog	14
cib	14
retm	14
Cyp12e1	14
Desat1	14
Glycogenin	14
CG31548	14
l(1)G0193	14
CG30069	14
CG15630	14
RpL32	14
Cyp28c1	14
mt:ND4	14
CG10126	14
Gclc	14
CG1358	14
CG44325	14
RpS19a	14
mav	14
GstS1	14
CG7530	14
CG32473	14
CG10623	14
be	14
prage	14
RpL30	14
yin	14
RpS16	14
RpS23	14
mol	14
pst	14
CG6465	14
RpS12	14
l(2)k09913	14
RpS10b	14
CG8321	14
RpL26	14
rols	14
regucalcin	14
CG31673	14
RpL11	14
CG5455	14
Mes2	14
CG31999	14
CG42390	14
Ugt58Fa	14
CG10512	14
Past1	14
CG7860	14
Xbp1	14
Nep4	14
CR44029	14
Sin3A	14
CG31100	14
aop	14
CG16947	14
Myd88	14
Ctr1B	14
Cyt-b5	14
CG31710	14
CG31689	14
CG3700	14
CR18228	14
tsr	14
ifc	14
betaTub97EF	14
CG14777	14
CG6543	14
PyK	14
LRP1	14
CG32195	14
LpR2	14
CG10550	14
GstE7	14
UK114	14
E(spl)m3-HLH	14
CG13458	14
mrj	14
Moe	14
CG8740	14
htl	14
CG18622	14
eEF1beta	14
mt:ND5	14
Wwox	14
l(1)G0289	14
goe	14
AGBE	14
CG34367	14
NFAT	14
CG6701	14
Dop1R1	14
Ugt36Bc	14
Sk1	14
Gfat2	14
Sp7	14
su(r)	14
CG12811	14
CG11151	14
CG7149	14
Chd64	14
CG18659	14
scrib	14
MSBP	14
CG9953	14
eEF1gamma	14
Tis11	14
CG15890	14
CG6180	14
cnc	14
Spn88Ea	14
CG12065	14
Spn27A	14
ct	14
sima	14
ttk	14
opa	14
RpL34a	14
foxo	14
baf	14
SP2637	14
CG2765	14
REPTOR	14
CG42394	14
alpha-Est8	14
CG6084	14
CG4297	14
RpL12	14
CG3164	14
tim	14
whd	14
gbb	14
CG8417	14
zfh1	14
18w	14
l(3)05822	14
CG12768	14
CD98hc	14
Dmtn	14
pyd3	14
FASN1	14
CtsB1	14
brk	14
Plod	14
CG13255	14
CrebA	14
Mtpalpha	14
Nrg	14
Mgstl	14
Rho1	14
CG10654	14
Tapdelta	14
Usp15-31	14
CG44245	14
CG10208	14
Cyp9f3	14
Rpi	14
Dll	14
VhaM9.7-b	14
CG31549	14
fray	14
CG33941	14
CG17739	14
colt	14
CG32368	14
shot	14
CG2680	14
Rab9	14
CG12171	14
wts	14
scramb1	14
CG8397	14
mt:ND6	14
ens	14
fat-spondin	14
Xrp1	14
Cyp12b2	14
CG6950	14
kay	14
lqf	14
CG3376	14
Sec61alpha	14
CG3714	14
RpS15Aa	14
CG5590	14
CG42327	14
Synd	14
CG4598	14
CG17646	14
CG17029	14
CG11007	14
Fkbp14	14
CR43459	14
CG18081	14
AnxB10	14
NTPase	14
CG12484	14
CG15111	14
mt:ND3	14
CG18135	14
Glo1	14
betaggt-II	14
CG3702	14
Drgx	14
sick	14
ImpL2	14
tud	14
GlyS	14
Act5C	14
CG11790	14
UGP	14
Tspo	14
glob1	14
CG9331	14
CG6746	14
CG31235	14
RpS15Ab	14
CG1648	14
nolo	14
scu	14
Sap-r	14
fok	14
CG4404	14
CG42542	14
cathD	14
Cpr	14
CG3764	14
AnxB11	14
CG12262	14
Pgi	14
CG17691	14
CG31937	14
CG7766	14
CG12163	14
CG8176	14
temp	14
jar	14
Fdh	14
26-29-p	14
CR44417	14
CG11753	14
Thiolase	14
bbc	14
Ent2	14
Cys	14
Dif	14
Cat	14
EMC3	14
puc	14
Shmt2	14
aralar1	14
drpr	14
oys	14
CG14441	14
CG6028	14
Eip74EF	14
CG7461	14
RhoGEF2	14
fru	14
kuk	14
noc	14
stck	14
CG7523	14
shn	14
pr	14
ome	14
SREBP	14
Ac76E	14
Efr	14
CG34423	14
CG12290	14
CG8475	14
Fit1	14
CG14969	14
CG8507	14
CG17271	14
cv-2	14
Eip93F	14
Dh44-R2	14
CR43651	14
cer	14
pyd	14
Lmpt	14
Esyt2	14
otp	15
vg	15
CR45141	15
IA-2	15
CR31451	15
bru3	15
CG2269	15
CG18467	15
Rfx	15
VGlut	15
CG18599	15
Lmx1a	15
CG4328	15
7B2	15
fd59A	15
Ddc	15
dati	15
CG34355	15
prim	15
pros	15
fax	15
jdp	15
Pdcd4	15
hdc	15
CG6123	15
CR44024	15
unc-13-4A	15
miple1	15
Rab27	15
CG12237	15
rad	15
CG32017	15
CG13408	15
Hasp	15
Hsp67Bc	15
Pcd	15
Nplp1	15
CG4199	15
scro	15
CG1275	15
CG43324	15
Sytbeta	15
Fife	15
CG42541	15
Rlip	15
CG12594	15
heph	15
Dop2R	15
klg	15
CG8613	15
Alk	15
CG15765	15
Rgk2	15
bma	15
Hsp67Ba	15
CanB	15
Pde9	15
RhoGAPp190	15
CG32809	15
CdsA	15
Sesn	15
Drl-2	15
brat	15
RhoGAP71E	15
CG5071	15
elB	15
Phm	15
CG8726	15
CG46301	15
CG9368	15
Gbeta5	15
Rac1	15
CG13108	15
ssx	15
Bgb	15
CG13375	15
Hsp23	15
CG11099	15
salr	15
CG42361	15
CG11030	15
Stat92E	15
CG31997	15
CG7582	15
CG43373	15
CG15537	15
Fas3	15
Hsp26	15
CG32683	15
Hsp27	15
Sp1	16
Six4	16
Optix	16
CR31451	16
eya	16
Dop2R	16
Dll	16
bru3	16
spab	16
salr	16
jeb	16
fd102C	16
IA-2	16
pros	16
mbl	16
CR43724	16
CG2269	16
dati	16
beat-IIIc	16
Ddc	16
CG18467	16
CG31221	16
CG32052	16
hdc	16
fax	16
Pdcd4	16
bma	16
CR44024	16
salm	16
CG14762	16
prim	16
beat-IIIb	16
7B2	16
ChAT	16
CG7708	16
vvl	16
CG43324	16
Cals	16
Hsp67Bc	16
fz2	16
rad	16
CG43759	16
CG1504	16
Rbp9	16
Ten-a	16
Alk	16
Pde6	16
CG1275	16
Ac13E	16
dpr9	16
DIP-eta	16
Pcd	16
CG12594	16
CG32809	16
hbn	16
CadN	16
Dh44	16
unc-13-4A	16
Nlg2	16
Cbp53E	16
zld	16
CG45263	16
CG12194	16
CG11030	16
Sytbeta	16
CG42361	16
brat	16
CG9919	16
Rgk2	16
CG33143	16
Rac1	16
CG46301	16
beat-VII	16
CG8726	16
Ten-m	16
CG43222	16
CG13408	16
RhoGAP71E	16
CG14459	16
CG15537	16
Phm	16
CG4199	16
CG13743	16
svp	16
CG6123	16
DIP-beta	16
sNPF	16
br	16
Optix	17
Lim1	17
NPF	17
Ets65A	17
CG43902	17
CG15082	17
Mip	17
Pka-R1	17
Pkc53E	17
bru3	17
heph	17
cert	17
Rx	17
robo2	17
Ten-a	17
IA-2	17
CG12194	17
Rim	17
CG32532	17
CG2269	17
pros	17
Ca-alpha1T	17
aop	17
Wnt4	17
Ddc	17
CG42458	17
klg	17
pnt	17
CG4577	17
CG11000	17
bma	17
7B2	17
Appl	17
CG31221	17
nAChRalpha6	17
brat	17
NK7.1	17
unc-13-4A	17
AstA	17
sm	17
Galphao	17
kek1	17
CG15236	17
sty	17
MYPT-75D	17
Pcd	17
Ptp99A	17
Ppcs	17
Nos	17
CG32698	17
Dop1R1	17
CG43324	17
CanB	17
CG14535	17
CG30419	17
CG34113	17
Gyc88E	17
rdgA	17
Phm	17
jeb	17
chinmo	17
CG11319	17
AstA-R1	17
Sox102F	17
CG42340	17
Dh44	17
dati	17
CG10384	17
CR42862	17
Bgb	17
CG11030	17
CG8726	17
beat-Ic	17
ed	17
Cirl	17
CG6123	17
Dscam3	17
Nep1	17
Nlg2	17
pdm3	17
Tsp97E	17
scyl	17
fz2	17
CG34155	17
hwt	17
CG32700	17
CR45758	17
Con	17
dpr9	17
Pde8	17
5-HT1A	17
Dscam4	17
DIP-beta	17
CG32052	17
haf	17
CG7646	17
CG31140	17
RapGAP1	17
bab2	17
CG9368	17
CG13784	17
X11Lbeta	17
Dh31	17
amon	17
CG43222	17
CG14762	17
beat-Ib	17
CG1275	17
TyrR	17
CG42402	17
CG18467	17
mam	17
CG13995	17
B4	17
CG43658	17
nrm	17
CG5071	17
dlp	17
NFAT	17
Fife	17
Imp	17
Pde1c	17
CG33169	17
CG44247	17
Df31	17
Calx	17
Hipk	17
Ccn	17
CG13594	17
pyd	17
Sytalpha	17
CG12594	17
Src64B	17
LRR	17
NetB	17
plum	17
5-HT7	17
CG43759	17
mspo	17
CR44024	17
Rgk2	17
CG4199	17
Mmp2	17
prt	17
DIP-zeta	18
CR44366	18
SoxN	18
ort	18
CG31221	18
scro	18
Wnt4	18
toy	18
glec	18
VAChT	18
Cbp53E	18
dpr13	18
CR45621	18
Frq1	18
CG14762	18
TM4SF	18
klg	18
CG31814	18
D	18
CG4629	18
CG42541	18
CG44153	18
Sox102F	18
nrv3	18
CG9650	18
Ace	18
Fas3	18
St3	18
Hs3st-A	18
ap	18
CG5890	18
trn	18
Sox21b	18
emc	18
CG34113	18
CG11085	18
ChAT	18
px	18
CG6329	18
cindr	18
Frq2	18
AstC-R2	18
mam	18
mub	18
Ptp99A	18
Ggamma30A	18
nAChRalpha3	18
rgn	18
roX2	18
sano	18
ct	18
SP1029	18
CG31637	18
Nckx30C	18
Syt7	18
CG14509	18
CG2016	18
CG14431	18
CG7781	18
Snap25	18
CG9109	18
CG3009	18
CG32206	18
CG31808	18
ringer	18
Nlg4	18
CR46006	18
CG13685	18
GluClalpha	18
PIP4K	18
Scp2	18
CG7646	18
DOR	18
sbb	18
nkd	18
alpha-Man-Ia	18
CG2082	18
Rop	18
kcc	18
Sytalpha	18
haf	18
Gpdh	18
Oli	18
Atox1	18
kirre	18
p120ctn	18
dpr20	18
CG31324	18
beat-Ic	18
lov	18
GABA-B-R1	18
Neto	18
kek2	18
CG17716	18
CG15537	18
CG13917	18
ftz-f1	18
CR45312	18
Rdh	18
ND-15	18
Octbeta2R	18
CG16791	18
ttv	18
CG34351	18
DIP-epsilon	18
CG1463	18
gammaSnap1	18
CG18208	18
Tsp66E	18
beat-VI	18
Ca-alpha1T	18
CG15312	18
CG3530	18
CG4404	18
CG8641	18
CG34353	18
CG11076	18
CG6959	18
BicD	18
CG32683	18
twz	18
sca	18
CG4341	18
CG34371	18
CG31751	18
CR43148	18
dpr10	18
CG43795	18
beat-IIIc	18
CG12594	18
ckn	18
bi	18
skl	18
Pdfr	18
DIP-theta	19
scro	19
Bx	19
tey	19
CG9650	19
VAChT	19
Fkbp14	19
CG42402	19
dpr13	19
CG32647	19
vvl	19
dpr8	19
dpr1	19
cpo	19
cindr	19
Rbfox1	19
toy	19
Ace	19
nrv3	19
Hs3st-A	19
CG42540	19
qvr	19
fru	19
Rdl	19
ap	19
para	19
beat-Ic	19
CG31324	19
CG14509	19
GluClalpha	19
CG42346	19
CG31345	19
CG42541	19
tutl	19
CG9932	19
CG6959	19
NaCP60E	19
CG42458	19
ND-B22	19
luna	19
Ih	19
Hk	19
Syp	19
beat-IIa	19
dpr6	19
ND-B17.2	19
beat-Ib	19
CG8245	19
CG11752	19
ND-19	19
Nckx30C	19
beat-IIIb	19
Gpdh	19
nAChRalpha7	19
nAChRalpha3	19
CG6329	19
ND-23	19
inaE	19
futsch	19
Liprin-gamma	19
CG15628	19
SdhD	19
ftz-f1	19
ChAT	19
CG41128	19
Ccn	19
Gfrl	19
Eip75B	19
sif	19
Nca	19
CG43689	19
CG14407	19
CaMKI	19
CG17698	19
Fie	19
CG9921	19
ckn	19
l(3)neo38	19
Fili	19
PIP4K	19
wry	19
CR44997	19
trn	19
Syt7	19
Adk1	19
bi	19
dpr17	19
Pur-alpha	19
CG32206	19
mRpL55	19
egh	19
kek3	19
CG4678	19
kcc	19
CR46006	19
SPR	19
CG42238	19
Cadps	19
DopEcR	19
RpL24-like	19
CG30463	19
CG33144	19
tipE	19
Teh2	19
hppy	19
dpr11	19
DIP-eta	19
mam	19
beat-Ia	19
CG18135	19
CG1688	19
ct	19
CR43148	19
kek2	19
dpr2	19
CG18598	20
CG11000	20
Rbp6	20
shakB	20
Teh2	20
CG14509	20
CG42392	20
CG10947	20
CG9813	20
scro	20
CG31345	20
glob1	20
slp1	20
pdm3	20
AstA-R1	20
cpx	20
CG32647	20
slp2	20
para	20
CR45621	20
PIP4K	20
kek3	20
VAChT	20
Abl	20
CG6044	20
flw	20
cpo	20
ort	20
SP1029	20
Pdfr	20
CG13739	20
Gfrl	20
CG10257	20
Fs	20
Tsp97E	20
qvr	20
CG42346	20
CG15312	20
pan	20
Nckx30C	20
Nhe2	20
CG7971	20
levy	20
mamo	20
CG42795	20
SdhD	20
CG11191	20
COX8	20
grn	20
CG31324	20
erm	20
mspo	20
nrv3	20
Tina-1	20
ChAT	20
Rh7	20
sano	20
ND-23	20
Slob	20
bsh	20
Gpdh	20
KCNQ	20
CaMKI	20
CG10082	20
CG42668	20
UQCR-14	20
CG7029	20
ATPsynG	20
CG9650	20
trn	20
cno	20
ND-39	20
CG12594	20
dlg1	20
mav	20
CG42260	20
ND-51	20
CG7920	20
Pde1c	20
SoxN	20
ND-B14.5A	20
CG14757	20
Mob2	20
scrt	20
CG3961	20
CG43066	20
CG9932	20
RpL26	20
Ip259	20
ND-ACP	20
CG11752	20
CG4300	20
ATPsyndelta	20
pyr	20
Syt1	20
CG12605	20
roh	20
ND-B16.6	20
CG8245	20
NetA	20
Adk1	20
CG11085	20
ru	20
CG17193	20
ATPsynO	20
dpr6	20
Cow	20
DOR	20
CG5028	20
CG11876	20
CG33181	20
CG13698	20
UQCR-C1	20
CR44997	20
CG1513	20
Mdh2	20
ko	20
VepD	20
Mgat2	20
CG1358	20
CG43902	20
ATPsynB	20
ND-B14.5B	20
ftz-f1	20
kek1	20
RpL12	20
ND-18	20
Mef2	20
ox	20
eIF3l	20
CG3556	20
ND-42	20
eEF2	20
CG18812	20
CR41597	20
CG11638	20
ND-20	20
Grd	20
RpL35	20
tj	20
ND-B22	20
CG9921	20
HDAC4	20
blw	20
gprs	20
CG9531	20
CG42524	20
gpp	20
Non1	20
Syp	20
CG8229	20
UQCR-Q	20
gammaSnap2	20
Tao	20
MagR	20
ND-AGGG	20
Hex-A	20
ND-19	20
Pect	20
Sod2	20
CG14407	20
ND-13A	20
CG15916	20
Octbeta3R	20
beat-IIIb	20
eEF1alpha2	20
CG42674	20
CG6329	20
CG13894	20
CG13920	20
Rox8	20
CG18815	20
CG4662	20
COX7C	20
Fas2	20
Hs3st-A	20
CG32432	20
CG7990	20
CG1814	20
Rim2	20
l(3)neo38	20
EndoB	20
RpL22	20
CG42340	20
CG43707	20
path	20
sif	20
Cadps	20
CG8861	20
CG10866	20
Tl	20
CG8481	20
AnxB10	20
Hers	20
CG14817	20
CG11050	20
mRpL41	20
zfh2	20
CG7120	20
Tet	20
Acon	20
NP15.6	20
jef	20
CG14591	20
NfI	20
Ndae1	20
Pink1	20
CG14777	20
Hsc70-5	20
DIP-eta	20
ome	20
Pvf3	20
Adar	20
RyR	20
CG14015	20
GlcAT-S	20
CG15456	20
ND-MWFE	20
MCU	20
trc	20
Cdk5alpha	20
Cp110	20
CG12991	20
SLO2	20
ATPCL	20
kirre	20
CG6282	20
CG16833	20
CenG1A	20
mRpL10	20
caps	20
Rgk3	20
CG18208	20
CG7985	20
Epac	20
CG43867	20
CG11221	20
CG15630	20
AcCoAS	20
CG3107	20
CG33144	20
Gycbeta100B	20
CR46006	20
mib2	20
CG42700	20
CG1882	20
Pdk	20
CG8916	20
dac	20
TfAP-2	20
CG33639	20
Pka-C3	20
Vsx2	21
VGlut	21
Ets65A	21
Vsx1	21
cpx	21
CG34155	21
CG34355	21
CG10804	21
Sap47	21
Scp2	21
chrb	21
nrv3	21
CG9650	21
CG32017	21
Syx1A	21
Snap25	21
CG8916	21
msi	21
scyl	21
nSyb	21
TM4SF	21
Vha13	21
Rh7	21
Argk	21
tup	21
Hasp	21
CG6329	21
Syt1	21
nAChRalpha7	21
Ggamma1	21
CG15478	21
CG9328	21
slgA	21
RNASEK	21
Vha26	21
CG32544	21
Vha55	21
dpr17	21
Vha68-1	21
CR45312	21
CG32698	21
Ccn	21
Cngl	21
Eip63F-1	21
Mnn1	21
Vha36-1	21
Pdfr	21
Dak1	21
Vha14-1	21
shi	21
CG18208	21
Cyt-c-p	21
Vha44	21
levy	21
Lcch3	21
dpr20	21
IscU	21
Nca	21
Dll	21
CG13685	21
CG43066	21
Ktl	21
GluRIA	21
CG7582	21
CG17839	21
DopEcR	21
svp	21
CG7407	21
CG31808	21
porin	21
Pur-alpha	21
CG45781	21
pan	21
igl	21
sif	21
PVRAP	21
CG4341	21
dpr6	21
Nckx30C	21
beat-IV	21
CG32278	21
Rop	21
GC1	21
dpr16	21
gammaSnap2	21
CG9005	21
RpL24-like	21
LTV1	21
Atox1	21
DIP-beta	21
COX5A	21
Mp	21
l(1)G0334	21
CG42260	21
Ip259	21
GluRIB	21
Pgk	21
alc	21
CG1695	21
EndoA	21
Ca-alpha1T	21
VhaPPA1-1	21
CG17716	21
CG31324	21
kcc	21
VhaSFD	21
5-HT1A	21
veli	21
side	21
Tsp42Ej	21
gogo	21
CG31690	21
QIL1	21
CG11294	21
Pfk	21
CG13384	21
Tim17b	21
CG33199	21
eIF4EHP	21
DIP-delta	21
CG32700	21
CR12842	21
Mapmodulin	21
alpha-Man-Ia	21
dpr13	21
stmA	21
Sfxn1-3	21
Gasz	21
CG13760	21
CG14591	21
kdn	21
CG15236	21
Tomosyn	21
CG14757	21
Syngr	21
CG15309	21
Cad87A	21
Lim3	21
Nplp1	21
CG7943	21
CG12822	21
SNF4Agamma	21
CG6959	21
CG17378	21
CG8910	21
luna	21
DnaJ-1	21
fz	21
nkd	21
CG8861	21
mtt	21
Hsp70Bc	21
Pka-R2	22
Eip93F	22
crb	22
mub	22
Rgk1	22
CG11191	22
prt	22
jdp	22
Rab27	22
Pka-C1	22
Mef2	22
Dop1R2	22
Nep1	22
5-HT1A	22
sNPF	22
Cks85A	22
Tsp42En	22
Pkc53E	22
CG3625	22
Appl	22
Rdl	22
dysc	22
pros	22
rad	22
CG13739	22
Fas2	22
Bx	22
CG4502	22
lbm	22
CG45263	22
bru2	22
CG7378	22
fok	22
Octbeta1R	22
slo	22
ey	22
dac	22
stai	22
dati	22
fz	22
CG32700	22
rut	22
SP1173	22
CG5830	22
qm	22
CG7646	22
Hr51	22
CG33116	22
toy	22
Rbp	22
GlcAT-P	22
CG32204	22
LysRS	22
cpo	22
Rgk2	22
CG15459	22
CG34219	22
trv	22
cora	22
Sytalpha	22
corn	22
CG43324	22
CG18812	22
CG1129	22
CG32066	22
CR44598	22
Ten-a	22
brp	22
CG2772	22
CG8500	22
fend	22
Gprk2	22
CG42492	22
CG30158	22
Plc21C	22
Mkp3	22
RpL36	22
CG11319	22
Gfrl	22
Rim	22
dlg1	22
CG4297	22
GluRIB	22
FK506-bp2	22
CG11406	22
CG33090	22
CG43729	22
cpx	22
a	22
mtd	22
Ric	22
mspo	22
Lgr1	22
Dop1R1	22
sda	22
Pde8	22
tna	22
CanB	22
CG17841	22
CG7985	22
Lmpt	22
eEF1alpha2	22
CG10947	22
Oamb	22
Rap1	22
CG31814	22
CG34402	22
pHCl-1	22
GluRIA	22
pan	22
CG43759	22
Nacalpha	22
CG6044	22
Magi	22
metro	22
Rab26	22
sdt	22
Ptp99A	22
Dh44-R1	22
eEF5	22
CG17778	22
CG5890	22
CG1943	22
CG42541	22
glec	22
Pka-R1	22
Tet	22
CG30463	22
RhoGDI	22
CanA-14F	22
CG42784	22
Dif	22
VAChT	22
His3.3A	22
Elk	22
Dh44-R2	22
Dyb	22
CG30116	22
mAChR-B	22
CG31997	22
PIP4K	22
scrib	22
CG2865	22
Nrg	22
chrb	22
CG33181	22
bic	22
l(3)neo38	22
ome	22
tow	22
Shawl	22
pyd	22
igl	22
Df31	22
Lar	22
gish	22
Ndae1	22
CG6767	22
CG44774	22
l(1)G0469	22
Smox	22
Slob	22
CG17816	22
grp	22
Task6	22
Galphao	22
rgn	22
CG4660	22
VepD	22
CG42260	22
Rgk3	22
cact	22
2mit	22
CG13921	22
CG14478	22
fs(1)h	22
btsz	22
l(1)G0289	22
Cdk5alpha	22
Tomosyn	22
CG30419	22
CG11768	22
sals	22
CG17514	22
KCNQ	22
amon	22
dpr8	22
Ppcs	22
CG4467	22
CG12531	22
Pcd	22
CG4230	22
CngB	22
RpS20	22
alphaTub84B	22
CG34114	22
GC	22
CG31523	22
bma	22
B52	22
chn	22
Dhpr	22
CG43102	22
Ca-beta	22
Snap24	22
CG17272	22
wdb	22
CycG	22
dpr9	22
CG43736	22
l(2)k09913	22
Flo1	22
CG10257	22
CG15916	22
Galphas	22
phyl	22
mmd	22
ftz-f1	22
CG43222	22
AnxB11	22
CG31191	22
CG17321	22
CG17124	22
Tctp	22
Lis-1	22
CG14509	22
AGO1	22
eIF3e	22
Tsp39D	22
comm	22
CG5549	22
sca	22
CG14762	22
TfIIS	22
PVRAP	22
CkIIalpha	22
p120ctn	22
fax	22
FoxP	22
toc	22
CG31637	22
Octbeta3R	22
RpL41	22
CG13551	22
CG15097	22
Pp1-87B	22
CG12071	22
hoe2	22
lwr	22
Cow	22
tai	22
PDZ-GEF	22
spir	22
JIL-1	22
CG8243	22
CG14764	22
CG15894	22
CG34354	22
Pkc98E	22
Prp3	22
mbf1	22
elav	22
Dsp1	22
RpS9	22
CG8498	22
RhoGAP71E	22
gprs	22
nAChRalpha5	22
CG42339	22
ICA69	22
Pfrx	22
U2af50	22
hoip	22
me31B	22
CG42324	22
CG9368	22
CG13784	22
Rac1	22
CG6282	22
Fife	22
Hr38	22
loqs	22
betaTub56D	22
Ntf-2	22
CG4658	22
Pde9	22
Rdh	22
rdgBbeta	22
CG42238	22
ringer	22
jigr1	22
RpS23	22
Syt12	22
unc-13-4A	22
tutl	22
eIF3d1	22
CG32243	22
mts	22
Stat92E	22
Scgbeta	22
DnaJ-1	22
dikar	22
Gug	22
bel	22
PDCD-5	22
eIF3i	22
CG43737	22
Ptpmeg	22
prominin-like	22
Mapmodulin	22
ics	22
beat-VII	22
eIF3b	22
CG9171	22
gpp	22
CG40498	22
wmd	22
CG6024	22
Rgl	22
fwe	22
CG9391	22
Past1	22
Cirl	22
CG11317	22
CG6765	22
mib2	22
CG9813	22
CG11151	22
MFS17	22
CG31760	22
CG5746	22
CG32100	22
Jupiter	22
CR44030	22
brat	22
fdl	22
AcCoAS	22
Naa20A	22
CG10132	22
CG3689	22
Irp-1A	22
CG31140	22
CG7708	22
qkr58E-1	22
CG32428	22
CG10508	22
CG11486	22
CG13204	22
GluClalpha	22
Dscam1	22
roX2	22
Hsp23	22
CR44024	22
Hsp26	22
Hsp70Bc	22
alphagamma-element:CR32865	22
Hug	23
CG11413	23
Obp44a	23
Irk2	23
CG14989	23
retinin	23
Hsp23	23
Hsp26	23
Gapdh1	23
eIF2Bbeta	23
DnaJ-1	23
Nplp3	23
CG9512	23
Hsp83	23
nSyb	23
Hr38	23
Gad1	23
Hsp68	23
alphagamma-element:CR32865	23
Vha13	23
NP15.6	23
CG13067	23
Hsp70Bc	23
Pdf	23
ATPsynD	23
spab	23
TM4SF	23
Vha14-1	23
ATPsynO	23
Tpi	23
CD98hc	23
Mpc1	23
Eno	23
AMPdeam	23
AstA	23
Ctr9	23
COX5A	23
cbx	23
Hsp27	23
Npc2b	23
CG11099	23
CG10340	23
CG31808	23
CG3793	23
Pgk	23
Pfk	23
Rab18	23
gammaSnap1	23
ghi	23
Ufd1-like	23
CG7739	23
Rop	23
ND-42	23
CG42813	23
RNASEK	23
Ald	23
CG15432	23
Cbp53E	23
CG15309	23
CG5644	23
CG34159	23
eIF3g1	23
stv	23
CG1161	23
Pfdn1	23
CG7220	23
AP-2sigma	23
CG8187	23
Adk1	23
Tsp42Ej	23
CG14407	23
EbpIII	23
Ipp	23
VhaSFD	23
CG3719	23
Pglym78	23
CG16935	23
CG14591	23
CG17556	23
EMRE	23
MagR	23
CG31997	23
mRpL28	23
CG3662	23
TfIIB	23
PPP1R15	23
veli	23
ChAT	23
ND-B18	23
Rlip	23
Gapdh2	23
endos	23
CG42361	23
ND-19	23
Hsp67Bc	23
Gpdh	23
PyK	23
Pur-alpha	23
Usf	23
CG6878	23
RFeSP	23
Atox1	23
CG34132	23
nAChRbeta2	23
Fis1	23
ND-ASHI	23
Dic1	23
mge	23
Gycalpha99B	23
Vha16-1	23
CG17029	23
mRpL27	23
CG17272	23
Yeti	23
CG2017	23
porin	23
RabX4	23
Sod2	23
QIL1	23
ATPsynF	23
Cisd2	23
VAChT	23
RpL36	23
CG7582	23
Dat	23
CG13685	23
CG12091	23
ND-30	23
CG6330	23
CG12822	23
ND-18	23
ssx	23
CG11876	23
ND-B22	23
Bgb	23
stmA	23
ND-PDSW	23
CG11752	23
Vha36-1	23
Pgi	23
FK506-bp2	23
ND-24	23
COX4	23
Gbeta5	23
jdp	23
alc	23
ND-B14	23
Cchl	23
His3.3A	23
ND-B17.2	23
Vha44	23
Pcd	23
CG6329	23
Hsp70Aa	23
ND-B16.6	23
AnxB10	23
COX6B	23
